2024-04-21 07:20:00, 0.517
2024-04-21 07:21:00, 2.359
2024-04-21 07:22:00, 3.067
2024-04-21 07:23:00, 2.643
2024-04-21 07:24:00, 3.426
2024-04-21 07:25:00, 3.332
2024-04-21 07:26:00, 3.353
2024-04-21 07:27:00, 3.368
2024-04-21 07:28:00, 3.342
2024-04-21 07:29:00, 3.399
2024-04-21 07:30:00, 3.416
2024-04-21 07:31:00, 3.418
2024-04-21 07:32:00, 3.408
2024-04-21 07:33:00, 3.396
2024-04-21 07:34:00, 3.410
2024-04-21 07:35:00, 3.429
2024-04-21 07:36:00, 3.418
2024-04-21 07:37:00, 3.413
2024-04-21 07:38:00, 3.356
2024-04-21 07:39:00, 3.445
2024-04-21 07:40:00, 3.396
2024-04-21 07:41:00, 3.432
2024-04-21 07:42:00, 3.436
2024-04-21 07:43:00, 3.435
2024-04-21 07:44:00, 3.419
2024-04-21 07:45:00, 3.504
2024-04-21 07:46:00, 3.466
2024-04-21 07:47:00, 3.459
2024-04-21 07:48:00, 3.442
2024-04-21 07:49:00, 3.458
2024-04-21 07:50:00, 3.360
2024-04-21 07:51:00, 3.365
2024-04-21 07:52:00, 3.450
2024-04-21 07:53:00, 3.464
2024-04-21 07:54:00, 3.522
2024-04-21 07:55:00, 3.514
2024-04-21 07:56:00, 3.440
2024-04-21 07:57:00, 3.361
2024-04-21 07:58:00, 3.359
2024-04-21 07:59:00, 3.251
2024-04-21 08:00:00, 3.447
2024-04-21 08:01:00, 3.437
2024-04-21 08:02:00, 3.484
2024-04-21 08:03:00, 3.422
2024-04-21 08:04:00, 3.393
2024-04-21 08:05:00, 3.473
2024-04-21 08:06:00, 3.370
2024-04-21 08:07:00, 3.452
2024-04-21 08:08:00, 3.438
2024-04-21 08:09:00, 3.352
2024-04-21 08:10:00, 3.392
2024-04-21 08:11:00, 3.290
2024-04-21 08:12:00, 3.363
2024-04-21 08:13:00, 3.337
2024-04-21 08:14:00, 3.408
2024-04-21 08:15:00, 3.395
2024-04-21 08:16:00, 3.457
2024-04-21 08:17:00, 3.329
2024-04-21 08:18:00, 3.436
2024-04-21 08:19:00, 3.371
2024-04-21 08:20:00, 3.372
2024-04-21 08:21:00, 3.436
2024-04-21 08:22:00, 3.377
2024-04-21 08:23:00, 3.412
2024-04-21 08:24:00, 3.421
2024-04-21 08:25:00, 3.372
2024-04-21 08:26:00, 3.457
2024-04-21 08:27:00, 3.417
2024-04-21 08:28:00, 3.356
2024-04-21 08:29:00, 3.455
2024-04-21 08:30:00, 3.454
2024-04-21 08:31:00, 3.420
2024-04-21 08:32:00, 3.420
2024-04-21 08:33:00, 3.426
2024-04-21 08:34:00, 3.479
2024-04-21 08:35:00, 3.423
2024-04-21 08:36:00, 3.328
2024-04-21 08:37:00, 3.322
2024-04-21 08:38:00, 3.312
2024-04-21 08:39:00, 3.370
2024-04-21 08:40:00, 3.144
2024-04-21 08:41:00, 3.309
2024-04-21 08:42:00, 3.339
2024-04-21 08:43:00, 3.357
2024-04-21 08:44:00, 3.425
2024-04-21 08:45:00, 3.281
2024-04-21 08:46:00, 3.382
2024-04-21 08:47:00, 3.420
2024-04-21 08:48:00, 3.431
2024-04-21 08:49:00, 3.336
2024-04-21 08:50:00, 3.428
2024-04-21 08:51:00, 3.393
2024-04-21 08:52:00, 3.447
2024-04-21 08:53:00, 3.393
2024-04-21 08:54:00, 3.392
2024-04-21 08:55:00, 3.360
2024-04-21 08:56:00, 3.359
2024-04-21 08:57:00, 3.304
2024-04-21 08:58:00, 3.186
2024-04-21 08:59:00, 3.240
2024-04-21 09:00:00, 3.271
2024-04-21 09:01:00, 3.325
2024-04-21 09:02:00, 3.454
2024-04-21 09:03:00, 3.460
2024-04-21 09:04:00, 3.459
2024-04-21 09:05:00, 3.270
2024-04-21 09:06:00, 3.360
2024-04-21 09:07:00, 3.145
2024-04-21 09:08:00, 3.357
2024-04-21 09:09:00, 3.289
2024-04-21 09:10:00, 3.365
2024-04-21 09:11:00, 3.387
2024-04-21 09:12:00, 3.336
2024-04-21 09:13:00, 3.452
2024-04-21 09:14:00, 3.292
2024-04-21 09:15:00, 3.308
2024-04-21 09:16:00, 3.315
2024-04-21 09:17:00, 3.343
2024-04-21 09:18:00, 3.351
2024-04-21 09:19:00, 3.318
2024-04-21 09:20:00, 3.395
2024-04-21 09:21:00, 3.383
2024-04-21 09:22:00, 3.423
2024-04-21 09:23:00, 3.429
2024-04-21 09:24:00, 3.388
2024-04-21 09:25:00, 3.266
2024-04-21 09:26:00, 3.278
2024-04-21 09:27:00, 3.290
2024-04-21 09:28:00, 3.388
2024-04-21 09:29:00, 3.322
2024-04-21 09:30:00, 3.250
2024-04-21 09:31:00, 3.311
2024-04-21 09:32:00, 3.343
2024-04-21 09:33:00, 3.366
